,number,sentences
2930,sg,దానికి తోడు జీవహింస చేసే స్వభావం కాదు .
2931,any,అలాంటి ఆలోచనే రాలేదు .
2932,sg,ఇంతలో వ్యాపారి ఇంట్లోకి ఒక దొంగ వచ్చాడు .
2933,sg,బోర్లించిన కుండ వాడి కంటపడింది .
2934,sg,దీని కింద ఏదో విలువైన సరుకుని దాచి ఉంచేఉంటారు అనుకున్నాడు .
2935,sg,వెంటనే దాన్ని పైకెత్తాడు .
2936,,ఆ సందర్భంగా ఒక సభలో గాంధీజీ ప్రసంగిస్తునారు .
2937,,అనుకున్నాడు .
2938,,ఆమె తలంతా ముగ్గుబుట్టలా నెరిసిపోయింది .
2939,sg,ఒక్క నల్ల వెంట్రుక లేదు .
2940,any,నడుం బాగా వంగి పోయింది .
2941,sg,పూర్తిగా శిధిలమైపోతున్న కంకాళంలా ఉంది .
2942,any,స్వయంసేవకులు ఆమెను గాంధీజీ దగ్గరకు పోనీయలేదు .
2943,sg,""" దర్శనం చేసుకోనివ్వండి "" అంటూ ఆమె గాంధీజీ పాదాలను తాకింది ."
2944,any,"తన పమిట కొంగు ముడి విప్పి ఒక దమ్మిడీ తీసి , దాన్ని పెట్టి వెళ్లి పోయింది ."
2945,pl,దాన్ని తీసి గాంధీజీ తన దగ్గర ఉంచుకొన్నారు .
2946,pl,అప్పట్లో చరఖా సంఘ నిధి జమా ఖర్చులు లెక్క అంతా జమునాలాల్బజాజ్ చూస్తుండేవారు .
2947,any,కనీ బాపుజీ అందుకు ఒప్పుకోలేదు .
2948,pl,ఆ దమ్మిడీని ఇవ్వాడానికి నిరాకరించారు .
2949,pl,అది చూచి నవ్వుతూ జమునాలాల్బజాజ్ బాపూజీతో ఇలా అన్నారు .
2950,sg,""" చరఖా సంఘానికి సంబంధించిన వేలాది రూపాయలను నేను తీసుకుంటున్నాను ."
2951,,వస్తాను .
2952,any,కానీ ఆ ముసిలిదాని మొత్తం ఆస్తి అంతా ఈ దమ్మిడీయే కావచ్చు .
2953,sg,అలాంటి ఆమె ఇది ఇచ్చి తన సర్వస్వాన్ని దానం చేసింది కదా .
2954,any,ఆ తరువాత ప్రజల హృదయాలు కుతకుత ఉడికి పోతున్నాయి .
2955,pl,ఆ అగ్ని జ్వాలలను చల్లార్చడం గాంధీజీ పాదయాత్ర చేస్తున్నారు .
2956,pl,తెలతెలవారుతుండగా ఒక ఊరినుంచి ఏడుగంటలు అయ్యేసరికి మరో ఊరికి చేరుకొనేవారు .
2957,pl,ఆ తరువాతనే స్నానం చేసేవారు .
2958,pl,స్నానం చేసేటప్పుడు పాదాలు శుభ్రంగా తోముకోవడం ఒక చిన్న ఇటుక రాతిముక్కను వాడేవారు .
2959,,""" నా దగ్గర డబ్బేది నాయనా NULL ?"
2960,pl,సుబ్బయ్యగారు మూలుగుతూ లేచారు .
2961,,ఆయనకు మోకాళ్ల నెప్పి NULL .
2962,pl,నిలబడలేక మళ్లీ కూర్చున్నారు .
2963,sg,బుర్రు బుర్రుమంటూ బస్సు వచ్చింది .
2964,sg,వేపచెట్టు దగ్గర ఆగింది .
2965,sg,రోజూ జరిగే కథ మొదలయ్యింది .
2966,,అందరికీ ఆరాటంగా NULL .
2967,pl,ఒకర్ని ఒకరు నెట్టుకుంటున్నారు .
2968,pl,బస్సులోకి దూరుతున్నారు .
2969,sg,వంకాయల బస్తాతో ఒకాయన అడ్డంగా నిలబడ్డాడు .
2970,pl,అందరూ ఆయన్ను తోస్తున్నారు .
2971,pl,ఒకేసారి బస్సు ఎక్కాలని చూస్తున్నారు .
2972,any,దిగవలసిన వాళ్లు దిగనియ్యడం లేదు .
2973,pl,""" మీకు బుద్ధి ఉందా ? "" అని కేకలేశారు ."
2974,any,ఐనా ఎవ్వరూ పట్టించుకోలేదు .
2975,sg,తాను ఎందుకు వచ్చిందీ ఆ ముసలావిడకి తెలియపరచింది .
2976,sg,ముందుగా బస్సు ఎక్కినవారికి సీటు దొరుకుతుంది .
2977,any,మిగిలినవాళ్ళు నిలబడే ప్రయాణం చేయాలి .
2978,,అందుకే ఆ తోపులాట NULL .
2979,any,పాపం ఈ తోపులాటలో ఆయన బస్సు ఎక్కలేక పోయారు .
2980,pl,అందరూ ఎక్కిన ఆయన ఎక్కారు .
2981,sg,ఆయన వెనుక టైలరు భార్య ఎక్కింది .
2982,sg,దుమ్ము రేపుకుంటూ బస్సు కదిలింది .
2983,sg,టైలర్ సోమయ్యకు బాగా కోపంగా ఉంది .
2984,,""" ఏం పనివాళ్లు అయ్యా మీరు NULL ."
2985,,ఎనిమిది గంటలకు రావలసిన బస్సు NULL .
2986,pl,ఇప్పటి ఏం చేస్తున్నారు ?
2987,sg,దాంతో కండక్టరుకి కోపం వచ్చింది .
2988,pl,""" ఏందుకు ఎక్కుతారో ! మా ప్రాణాలు తియ్యడానికి ."
2989,pl,ఇద్దరూ కలిసి దానిని వెదకడం ప్రారంభించారు .
2990,sg,"మా తల తినేస్తారు . "" అంటూ కసురుకున్నాడు ."
2991,,ఇది రోజూ జరిగే కథే NULL .
2992,sg,జనంతో బస్సు కిటకిటలాడుతోంది .
2993,pl,చిన్న పిల్లలు గుక్కపెట్టి ఏడుస్తున్నారు .
